decision_id,decision_type,action,entity_type,entity_id,issuer_id,legal_entity_id,plant_id,group_id,name,layer,registration_source,inclusion_reason,exclusion_reason,evidence_anchor,source_url,query_date,decision_owner,decision_date,decision_status,double_count_key,notes
h1-include-0001,manual_include,include,issuer,issuer:TW:1101,issuer:TW:1101,-,-,-,台泥,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1101,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1101,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0002,manual_include,include,issuer,issuer:TW:1102,issuer:TW:1102,-,-,-,亞泥,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1102,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1102,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0003,manual_include,include,issuer,issuer:TW:1103,issuer:TW:1103,-,-,-,嘉泥,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1103,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1103,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0004,manual_include,include,issuer,issuer:TW:1104,issuer:TW:1104,-,-,-,環泥,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1104,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1104,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0005,manual_include,include,issuer,issuer:TW:1108,issuer:TW:1108,-,-,-,幸福,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1108,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1108,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0006,manual_include,include,issuer,issuer:TW:1109,issuer:TW:1109,-,-,-,信大,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1109,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1109,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0007,manual_include,include,issuer,issuer:TW:1110,issuer:TW:1110,-,-,-,東泥,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1110,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1110,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0008,manual_include,include,issuer,issuer:TW:1201,issuer:TW:1201,-,-,-,味全,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1201,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1201,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0009,manual_include,include,issuer,issuer:TW:1203,issuer:TW:1203,-,-,-,味王,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1203,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1203,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0010,manual_include,include,issuer,issuer:TW:1210,issuer:TW:1210,-,-,-,大成,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1210,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1210,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0011,manual_include,include,issuer,issuer:TW:1213,issuer:TW:1213,-,-,-,大飲,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1213,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1213,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0012,manual_include,include,issuer,issuer:TW:1215,issuer:TW:1215,-,-,-,卜蜂,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1215,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1215,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0013,manual_include,include,issuer,issuer:TW:1216,issuer:TW:1216,-,-,-,統一,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1216,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1216,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0014,manual_include,include,issuer,issuer:TW:1217,issuer:TW:1217,-,-,-,愛之味,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1217,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1217,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0015,manual_include,include,issuer,issuer:TW:1218,issuer:TW:1218,-,-,-,泰山,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1218,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1218,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0016,manual_include,include,issuer,issuer:TW:1219,issuer:TW:1219,-,-,-,福壽,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1219,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1219,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0017,manual_include,include,issuer,issuer:TW:1220,issuer:TW:1220,-,-,-,台榮,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1220,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1220,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0018,manual_include,include,issuer,issuer:TW:1225,issuer:TW:1225,-,-,-,福懋油,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1225,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1225,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0019,manual_include,include,issuer,issuer:TW:1227,issuer:TW:1227,-,-,-,佳格,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1227,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1227,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0020,manual_include,include,issuer,issuer:TW:1229,issuer:TW:1229,-,-,-,聯華,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1229,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1229,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0021,manual_include,include,issuer,issuer:TW:1231,issuer:TW:1231,-,-,-,聯華食,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1231,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1231,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0022,manual_include,include,issuer,issuer:TW:1232,issuer:TW:1232,-,-,-,大統益,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1232,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1232,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0023,manual_include,include,issuer,issuer:TW:1233,issuer:TW:1233,-,-,-,天仁,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1233,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1233,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0024,manual_include,include,issuer,issuer:TW:1234,issuer:TW:1234,-,-,-,黑松,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1234,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1234,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0025,manual_include,include,issuer,issuer:TW:1235,issuer:TW:1235,-,-,-,興泰,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1235,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1235,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0026,manual_include,include,issuer,issuer:TW:1236,issuer:TW:1236,-,-,-,宏亞,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1236,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1236,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0027,manual_include,include,issuer,issuer:TW:1256,issuer:TW:1256,-,-,-,鮮活果汁-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1256,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1256,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0028,manual_include,include,issuer,issuer:TW:1301,issuer:TW:1301,-,-,-,台塑,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1301,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1301,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0029,manual_include,include,issuer,issuer:TW:1303,issuer:TW:1303,-,-,-,南亞,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1303,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1303,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0030,manual_include,include,issuer,issuer:TW:1304,issuer:TW:1304,-,-,-,台聚,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1304,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1304,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0031,manual_include,include,issuer,issuer:TW:1305,issuer:TW:1305,-,-,-,華夏,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1305,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1305,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0032,manual_include,include,issuer,issuer:TW:1307,issuer:TW:1307,-,-,-,三芳,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1307,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1307,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0033,manual_include,include,issuer,issuer:TW:1308,issuer:TW:1308,-,-,-,亞聚,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1308,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1308,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0034,manual_include,include,issuer,issuer:TW:1309,issuer:TW:1309,-,-,-,台達化,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1309,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1309,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0035,manual_include,include,issuer,issuer:TW:1310,issuer:TW:1310,-,-,-,台苯,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1310,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1310,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0036,manual_include,include,issuer,issuer:TW:1312,issuer:TW:1312,-,-,-,國喬,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1312,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1312,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0037,manual_include,include,issuer,issuer:TW:1313,issuer:TW:1313,-,-,-,聯成,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1313,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1313,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0038,manual_include,include,issuer,issuer:TW:1314,issuer:TW:1314,-,-,-,中石化,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1314,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1314,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0039,manual_include,include,issuer,issuer:TW:1315,issuer:TW:1315,-,-,-,達新,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1315,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1315,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0040,manual_include,include,issuer,issuer:TW:1316,issuer:TW:1316,-,-,-,上曜,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1316,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1316,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0041,manual_include,include,issuer,issuer:TW:1319,issuer:TW:1319,-,-,-,東陽,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1319,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1319,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0042,manual_include,include,issuer,issuer:TW:1321,issuer:TW:1321,-,-,-,大洋,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1321,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1321,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0043,manual_include,include,issuer,issuer:TW:1323,issuer:TW:1323,-,-,-,永裕,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1323,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1323,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0044,manual_include,include,issuer,issuer:TW:1324,issuer:TW:1324,-,-,-,地球,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1324,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1324,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0045,manual_include,include,issuer,issuer:TW:1325,issuer:TW:1325,-,-,-,恆大,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1325,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1325,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0046,manual_include,include,issuer,issuer:TW:1326,issuer:TW:1326,-,-,-,台化,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1326,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1326,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0047,manual_include,include,issuer,issuer:TW:1337,issuer:TW:1337,-,-,-,再生-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1337,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1337,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0048,manual_include,include,issuer,issuer:TW:1338,issuer:TW:1338,-,-,-,廣華-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1338,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1338,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0049,manual_include,include,issuer,issuer:TW:1339,issuer:TW:1339,-,-,-,昭輝,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1339,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1339,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0050,manual_include,include,issuer,issuer:TW:1340,issuer:TW:1340,-,-,-,勝悅-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1340,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1340,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0051,manual_include,include,issuer,issuer:TW:1341,issuer:TW:1341,-,-,-,富林-KY,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1341,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1341,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0052,manual_include,include,issuer,issuer:TW:1342,issuer:TW:1342,-,-,-,八貫,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1342,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1342,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0053,manual_include,include,issuer,issuer:TW:1402,issuer:TW:1402,-,-,-,遠東新,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1402,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1402,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0054,manual_include,include,issuer,issuer:TW:1409,issuer:TW:1409,-,-,-,新纖,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1409,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1409,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0055,manual_include,include,issuer,issuer:TW:1410,issuer:TW:1410,-,-,-,南染,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1410,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1410,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0056,manual_include,include,issuer,issuer:TW:1413,issuer:TW:1413,-,-,-,宏洲,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1413,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1413,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0057,manual_include,include,issuer,issuer:TW:1414,issuer:TW:1414,-,-,-,東和,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1414,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1414,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0058,manual_include,include,issuer,issuer:TW:1416,issuer:TW:1416,-,-,-,廣豐,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1416,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1416,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0059,manual_include,include,issuer,issuer:TW:1417,issuer:TW:1417,-,-,-,嘉裕,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1417,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1417,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0060,manual_include,include,issuer,issuer:TW:1418,issuer:TW:1418,-,-,-,東華,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1418,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1418,H1 人闸批准；仅在本行 product_scope 内有效。
h1-include-0061,manual_include,include,issuer,issuer:TW:1419,issuer:TW:1419,-,-,-,新紡,L2,TWSE OpenAPI 上市公司基本資料（完整母集）,冻结 2026-08-28 TWSE+TPEx（不含兴柜）L2 机械母集,-,human-gate://2026-08-28/H1/issuer:TW:1419,https://openapi.twse.com.tw/v1/opendata/t187ap03_L,2026-08-28,user,2026-08-28,已裁决,l2:TWSE:1419,H1 人闸批准；仅在本行 product_scope 内有效。
